title,id,price,link,brand,availability,image_link,condition,description
"Sasta Siera GTX  Naisten Takki Tummanvihreä",SASTASIERATAKKI,149.9 EUR,https://www.retkitukku.fi/sasta-siera-takki-tummanvihrea.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/s/a/sasta_siera_naisten_mets_stystakki.jpg,new,"SASTA SIERA GTX NAISTEN METSÄSTYSTAKKI Erityisesti naisille suunniteltu Sasta Siera on täydellinen valinta erä- ja metsästystakiksi. Gore-Tex® Z-liner vuori tekee takista veden ja tuulenpitävän. Micro polyester kankaan ansiosta voit liikkua metsässä äänettömästi. Takin saa säädettyä juuri itselle sopivaksi säädettävän vyötärön, helman ja hihansuiden avulla. Lisäksi takissa on vetoketjullinen rintatasku ja kaksi tilavaa helmataskua. Materiaali: 100 % micro polyester, vettähylkivä viimeis..."
"Sasta Siera GTX Naisten Housut Tummanvihreä",SASTASIERAHOUSUT,99.9 EUR,https://www.retkitukku.fi/sasta-siera-housut-tummanvihrea.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/s/a/sasta_siera_naisten_mets_styshousut.jpg,new,"SASTA SIERA GTX NAISTEN METSÄSTYSHOUSUT Sasta Siera naisten metsästyshousut sopivat täydellisesti metsästykseen ja eräretkille. Housut on valmistettu äänettömästä micro polyester kankaasta ja Gore-Tex® Z-liner vuoren ansiosta housut ovat veden- ja tuulenpitävät. Housujen joustava vyötärö on miellyttävä päällä. Lisäksi housuissa on reilunkokoinen, läpällinen reisitasku ja säädettävät lahkeensuut. Materiaali: 100 % polyester micro, vettähylkivä viimeistely, harjattu Gore-Tex® Z-liner vuor..."
"Sasta Kiuta GTX Takki Tummanvihreä",SASTAKIUTATAKKI,149.9 EUR,https://www.retkitukku.fi/sasta-kiuta-takki-tummanvihrea.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/s/a/sasta_kiuta_mets_stystakki.jpg,new,"SASTA KIUTA GTX METSÄSTYSTAKKI Sastan klassinen Kiuta takki on täydellinen valinta erä- ja metsästystakiksi. Kiuta takin Gore-Tex® Z-liner vuori tekee takista veden ja tuulenpitävän. Lisäksi takki on valmistettu äänettömästä micro polyester -kankaasta, eli rapina ja kahina eivät paljasta metsästäjää saaliille. Voit säätää takin juuri itsellesi sopivaksi säädettävän vyötärön, helman ja hihansuiden avulla. Takin povitasku on vedenpitävä ja siinä on kaksi tilavaa helmataskua. Materiaali: 1..."
"Jämpti Pro Mini ovielementti",JÄMPTIPROMINIOVI,110.0 EUR,https://www.retkitukku.fi/jampti-pro-mini-ovielementti.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/j/_/j_mpti_pro_mini_koiratarha.jpg,new,"LAADUKAS JÄMPTI PRO MINI SINKITTY OVIELEMENTTI KOIRATARHAAN Laadukas Jämpti Pro Mini -ovielementti koiratarhan tekemiseen. Koiratarhaelementtien materiaali on sinkittyä ja jauhepolttomaalattua terästä, joka tekee tarhasta kestävän ja siistin näköisen. Jämpti Pro Mini elementeistä on helppo koota haluamasi kokoinen koiranhäkki. Ovielementin oven leveys on 60 cm ja oven alla on 25 cm korkea kynnys. Ovielementin ovi voidaan avata sekä ulos- että sisälle päin. Ovessa on myös kaksi lukkoa, j..."
"Sasta Kiuta GTX Housut Tummanvihreä",SASTAKIUTAHOUSUT,99.9 EUR,https://www.retkitukku.fi/sasta-kiuta-housut-tummanvihrea.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/s/a/sasta_kiuta_mets_styshousut.jpg,new,"SASTA KIUTA GTX METSÄSTYSHOUSUT Sasta Kiuta metsästyshousut sopivat täydellisesti metsästykseen ja eräretkille. Housut on valmistettu äänettömästä micro polyester kankaasta ja Gore-Tex® Z-liner vuoren ansiosta housut ovat veden- ja tuulenpitävät ja housujen joustava vyötärö on miellyttävä päällä. Lisäksi housuissa on reilunkokoinen, läpällinen reisitasku ja säädettävät lahkeensuut. Materiaali: 100 % polyester micro, vettähylkivä viimeistely, harjattu Gore-Tex® Z-liner vuori Veden- ja tu..."
"Jämpti Pro Mini peruselementti",JÄMPTIPROMINIPERUS,77.0 EUR,https://www.retkitukku.fi/jampti-pro-mini-peruselementti.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/j/_/j_mpti_pro_mini_koiratarha_kopio.jpg,new,"JÄMPTI PRO MINI - LAADUKAS TARHAELEMENTTI KOIRATARHAN RAKENTAMISEEN Jämpti Pro Mini -elementin materiaali on sinkittyä ja jauhepolttomaalattua terästä, joka tekee tarhasta kestävän ja siistin näköisen. Verkon silmäkoko 50 mm x100 mm ja vahvuus 4 mm. Elementeissä langat on kiinnitetty hitsaamalla runkoon ja se poikkeaa siis markkinoilla olevista ruuvatuista tai niitatuista elementtimalleista. Jämpti Pro Mini -elementeistä on helppo koota haluamasi kokoinen koiratarha. Elementin runko on ..."
"Eka Nordic T12 Puukko",7391537714427,85.9 EUR,https://www.retkitukku.fi/eka-nordic-t12-puukko.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/e/k/eka_nordict12_musta.jpg,new,"EKA NORDIC T12 PUUKKO Tuhdilla, 4 mm vahvalla terällä viimeistelty EKA Nordic T12 -puukko rankempiinkin olosuhteisiin. Ergonominen G10-kahva on helppo purkaa puhdistusta varten. Tupen mukana tulee työkalut tulentekoon ja puukon teroittamiseen. Terän pituus 120 mm, koko puukon pituus 230 mm. ..."
"Eka Nordic W12 Puukko ",7391537714328,85.9 EUR,https://www.retkitukku.fi/eka-nordic-w12-puukko.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/e/k/eka_nordic_w12_puukko.jpg,new,"EKA NORDIC W12 PUUKKO Näppärä ja erittäin laadukas Nordic W12 -puukko EKAlta. Monikäyttöisessä puukossa on jämerä, 4 mm paksu terä. Ergonomisesta puukahvasta saa tukevan otteen. Puukko on helppo purkaa puhdistusta varten. Tupen mukana tulee työkalut tulentekoon ja puukon teroittamiseen. Terän pituus 120 mm, koko puukon pituus 230 mm. ..."
"Eka Swede T9 Kääntöveitsi",7391537714212,59.9 EUR,https://www.retkitukku.fi/eka-swede-t9-kaantoveitsi.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/e/k/eka_swede_t9_musta.jpg,new,"EKA SWEDE T9 KÄÄNTÖVEITSI Jämerä taktinen kääntöveitsi. Puukon terä on luotettavaa Sandvik 12C27 -terästä. Ergonominen G10-kahva on helppo purkaa ja koota puhdistamista varten. Terän pituus 90 mm ja vahvuus 2,5 mm, koko puukon pituus 207 mm, paino 130 g...."
"Eka Swede 88 Kääntöveitsi",7391537618886,44.9 EUR,https://www.retkitukku.fi/eka-swede-88-kaantoveitsi.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/e/k/eka_swede_88_puu.jpg,new,"EKA SWEDE 88 KÄÄNTÖVEITSI PÄHKINÄ Klassinen, mutta innovatiivinen suunnittelu ja muotoilu yhdistyvät Eka Swede 88 -kääntöveitsessä. Pähkinäpuinen, ergonominen kahva. Napakasti lukittuvan terän pituus 72 mm. Kokonaispituus 180 mm, terän paksuus 1,7 mm ja veitsen paino 62 g...."
"Eka Fire Sharp Veitsenteroitin",7391537713215,19.9 EUR,https://www.retkitukku.fi/eka-fire-sharp-veitsenteroitin.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/e/k/eka_fire_sharp.jpg,new,"EKA FIRE SHARP VEITSENTEROITIN Erittäin innovatiivinen veitsenteroitin, johon on yhdistetty kaksi teroitinta sekä tulukset. Karbiditeroitin saa veitsen teräväksi, ja keraaminen teroitinosa viimeistelee työn. Tulukset toimivat säässä kuin säässä ja kulkevat mukavasti teroittimen mukana. Raapaisuterä säilytetään teroittimen rungossa, ja puikko kääntyy esiin kuin terä linkkuveitsestä. Lukuisat kalastajat, metsästäjät ja retkeilijät ovat ottaneet tuotteen omakseen. Teroittimen paino 60 gram..."
"Eka Combi Saw 17""",7391537800175,49.9 EUR,https://www.retkitukku.fi/eka-combi-saw-17.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/e/k/eka_kombi_saha.jpg,new,"EKA COMBI SAW 17"" -SAHA Kevyt ja erittäin kompakti Eka Combi Saw 17'' yhdistää kolme sahaa samaan pakettiin. Valitse sopiva terä käyttötarkoituksen mukaan: puun, metallin tai luun sahaamiseen. Sahan saa taitettua, jolloin se vie todella vähän tilaa repussa, työkalupakissa tai auton kyydissä. Terien pituus 420 mm, sahan kokonaispituus 430 mm ja paino 360 grammaa...."
"Eka Swingblade G3 Yhdistelmäveitsi Lime",7391537767386,49.9 EUR,https://www.retkitukku.fi/eka-swingblade-g3-yhdistelmaveitsi-lime.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/e/k/eka_swingblade_lime.jpg,new,"EKA SWINGBLADE G3 YHDISTELMÄVEITSI LIME Kansainvälistä tunnustusta saavuttanut swingblade-yhdistelmäveitsi. G3-versio on edeltäjäänsäkin huolitellumpi. Voit vaihtaa nahkomisveitsen avausveitseksi yhdellä liikkeellä ja napinpainalluksella. Yhdistelmäveitsen korkealuokkainen Sandvik 12C27 -teräs on kestävä ja pitää terävyytensä. Ergonomiseksi muotoiltu kahva on kestävää PROFLEX-materiaalia. Terän pituus 100 / 80 mm, kokonaispituus 215 mm, terän paksuus 2,9 mm...."
"Eka Swingblade G3 Yhdistelmäveitsi Oranssi",7391537737389,49.9 EUR,https://www.retkitukku.fi/eka-swingblade-g3-yhdistelmaveitsi-oranssi.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/e/k/eka_swingblade_oranssi.jpg,new,"EKA SWINGBLADE G3 YHDISTELMÄVEITSI ORANSSI Kansainvälistä tunnustusta saavuttanut swingblade-yhdistelmäveitsi. G3-versio on edeltäjäänsäkin huolitellumpi. Voit vaihtaa nahkomisveitsen avausveitseksi yhdellä liikkeellä ja napinpainalluksella. Yhdistelmäveitsen korkealuokkainen Sandvik 12C27 -teräs on kestävä ja pitää terävyytensä. Ergonomiseksi muotoiltu kahva on kestävää PROFLEX-materiaalia. Terän pituus 100 / 80 mm, kokonaispituus 215 mm, terän paksuus 2,9 mm...."
"Eka Butcher Set",7391537730434,87.9 EUR,https://www.retkitukku.fi/eka-butcher-set.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/e/k/eka_butcher_set.jpg,new,"EKA BUTCHER SET Huippulaadukas veitsisetti keittiöön ja jahtireissuille. Setissä mukana nahkomisveitsi, luuveitsi, avausveitsi sekä teroituspuikko. Sandvik 12C27 -teräksestä valmistetut terät säilytttävät hyvin terävyytensä. Santoprenestä valmistetut kahvat istuvat hyvin käteen. Veitset toimitetaan rullattavassa nylon-suojassa. Nahkomisveitsi: terän pituus 150 mm, kokonaispituus 280 mm, terän paksuus 2,6 mm Luuveitsi: terän pituus 150 mm, kokonaispituus 280 mm, terän paksuus 2,6 mm Avau..."
"Eka Swede 10 Kääntöveitsi Puu",7391537606685,49.9 EUR,https://www.retkitukku.fi/eka-swede-10-kaantoveitsi-puu.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/e/k/eka_swede_10_puu.jpg,new,"EKA SWEDE 10 KÄÄNTÖVEITSI PUU Erittäin terävä ja kestävä kääntöveitsi. Kiillotetun terän pituus 90 mm, koko puukon pituus 201 mm. Ergonomisesti muotoiltu kahva on viimeistelty afrikkalaisella bubinga-puulla. Puukko pysyy suojassa Cordurasta valmistetussa vyökotelossa...."
"Eka Swede 8 Kääntöveitsi Musta",7391537715684,36.9 EUR,https://www.retkitukku.fi/eka-swede-8-kaantoveitsi-musta.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/e/k/eka_swede_8_musta.jpg,new,"EKA SWEDE 8 KÄÄNTÖVEITSI MUSTA Erittäin terävä ja kestävä kääntöveitsi. Kiillotetun terän pituus 80 mm, koko puukon pituus 185 mm. Ergonomisesti muotoiltu kahva on valmistettu tarttumavarmasta PROFLEX-materiaalista. Puukko pysyy suojassa Cordurasta valmistetussa vyökotelossa...."
"Eka Swede 8 Kääntöveitsi Puu",7391537605688,36.9 EUR,https://www.retkitukku.fi/eka-swede-8-kaantoveitsi-puu.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/e/k/eka_swede_8_puu.jpg,new,"EKA SWEDE 8 KÄÄNTÖVEITSI PUU Erittäin terävä ja kestävä kääntöveitsi. Kiillotetun terän pituus 80 mm, koko puukon pituus 185 mm. Ergonomisesti muotoiltu kahva on viimeistelty afrikkalaisella bubinga-puulla. Puukko pysyy suojassa Cordurasta valmistetussa vyökotelossa...."
"Vaude Sioux 400 SYN -makuupussi oikea sininen",4052285111540,79.9 EUR,https://www.retkitukku.fi/vaude-sioux-400-syn-makuupussi-oikea.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/v/a/vaude-sioux-400-syn-sininen-oikea_1_1.jpg,new,"VAUDE SIOUX 400 SYN MAKUUPUSSI SININEN, OIKEANPUOLEINEN VETOKETJU Vauden lämmin ja hengittävä makuupussi retkeilyyn loppukeväästä alkusyksyyn. Vartalon mallia mukaileva, jalkoihin päin kapeneva makuupussi pitää lämmön hyvin sisällään. Sensofiber-mikrokuitutäyte eristää hyvin märälläkin kelillä, kuivuu nopeasti ja siirtää tehokkaasti kosteutta iholta. Sensofiberin ansiosta makuupussi on myös kestävä ja helppo pitää puhtaana. Makuupussi pakkautuu pieneen tilaan, joten se on näppärä ottaa ..."
"Vaude Sioux 800 SYN -makuupussi oikea tummanpunainen",4052285111687,79.9 EUR,https://www.retkitukku.fi/vaude-sioux-800-syn-makuupussi-oikea-tummanpunainen.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/v/a/vaude-sioux-800-syn-oikea-punainen.jpg,new,"VAUDE SIOUX 800 SYN -MAKUUPUSSI TUMMANPUNAINEN, OIKEANPUOLEINEN VETOKETJU Vaude Sioux 800 SYN on helppohoitoinen ja  hengittävä kolmen vuodenajan makuupussi. Vartalon mallia mukaileva, jalkoihin päin kapeneva makuupussi pitää lämmön hyvin sisällään. Makuupussin täytteenä on Sensofiber-mikrokuitu, joka eristää märälläkin kelillä, kuivuu nopeasti sekä siirtää tehokkaasti kosteutta iholta. Sensofiberin ansiosta makuupussi on myös kestävä ja helppo pitää puhtaana. Makuupussin sisältä löytyy..."
"Vaude Sioux 800 SYN -makuupussi vasen tummanpunainen",4052285111694,79.9 EUR,https://www.retkitukku.fi/vaude-sioux-800-syn-makuupussi-vasen-tummanpunainen.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/v/a/vaude-sioux-800-syn-vasen-punainen.jpg,new,"VAUDE SIOUX 800 SYN -MAKUUPUSSI TUMMANPUNAINEN, VASEMMANPUOLEINEN VETOKETJU Vaude Sioux 800 SYN on helppohoitoinen ja  hengittävä kolmen vuodenajan makuupussi. Vartalon mallia mukaileva, jalkoihin päin kapeneva makuupussi pitää lämmön hyvin sisällään. Makuupussin täytteenä on Sensofiber-mikrokuitu, joka eristää märälläkin kelillä, kuivuu nopeasti sekä siirtää tehokkaasti kosteutta iholta. Sensofiberin ansiosta makuupussi on myös kestävä ja helppo pitää puhtaana. Makuupussin sisältä löyt..."
"Lihamyllyn Maxi+ Leikkuuterä",6438347012938,39.0 EUR,https://www.retkitukku.fi/maxi-leikkuutera-1.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/l/e/leikkuutera__1.jpg,new,"MAXI+ LEIKKUUTERÄ..."
"Lihamyllyn Maxi Leikkuuterä",6438347012921,39.0 EUR,https://www.retkitukku.fi/maxi-leikkuutera.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/l/e/leikkuutera_.jpg,new,"MAXI LEIKKUUTERÄ..."
"Lihamyllyn Lite Leikkuuterä",6438347012914,39.0 EUR,https://www.retkitukku.fi/lite-leikkuutera.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/l/e/leikkuutera__2.jpg,new,"LITE LEIKKUUTERÄ..."
"Lihamyllyn Lite/Maxi Reikälevyt",LITEMAXIREIKÄLEVY,39.0 EUR,https://www.retkitukku.fi/lite-maxi-reikalevy.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/l/i/lite_maxi_reik_levy_4_mm_1.jpg,new,"LITE/MAXI REIKÄLEVY Saatavana seuraavissa kokovaihtoehdoissa: 4 mm 6 mm 8 mm 10 mm 12 mm..."
"Lihamyllyn Maxi+ Reikälevyt",MAXI+REIKÄLEVY,39.0 EUR,https://www.retkitukku.fi/maxi-reikalevy.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/m/a/maxi_reik_levy_4.jpg,new,"MAXI+ REIKÄLEVY Saatavana koot 4 mm 6 mm 8 mm 10 mm..."
"Lihamyllyn Maxi Kaira",6438347012952,69.0 EUR,https://www.retkitukku.fi/maxi-kaira-1.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/m/a/maxi_kaira_1.jpg,new,"MAXI KAIRA..."
"Lihamyllyn MAXI+ Kaira",6438347012969,79.0 EUR,https://www.retkitukku.fi/maxi-kaira.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/m/a/maxi_kaira.jpg,new,"MAXI+ KAIRA..."
"Vaude Brenta 50 L Rinkka  Musta",4052285205775 ,99.9 EUR,https://www.retkitukku.fi/vaude-brenta-50-l-paivareppu-musta.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/v/a/vaude-brenta-50.jpg,new,"VAUDE BRENTA RINKKA 50 L MUSTA Vaude Brenta 50 L on huippuominaisuuksilla varusteltu laadukas rinkka. Eady Adjust -järjestelmän ansiosta repussa on erittäin hyvät ja helpot säätömahdollisuudet - rinkka istuu erinomaisesti selkään ja on miellyttävä kantaa raskaammankin kuorman kanssa. Aeroflex -järjestelmän ansiosta ilma kiertää hyvin repun ollessa selässä ja hengittävä materiaali, niin lantiovyössä kuin olkahihnoissakin, takaavat myös erinomaisen ilmanvaihdon. Repun päätaskuun pääsee kä..."
"Odlo -kerrasto sininen",ODLOSETSHIRTPANTSLONGWARMBLUEJEWEL,79.9 EUR,https://www.retkitukku.fi/odlo-kerrasto-sininen.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/o/d/odlo_miesten_l_mp_kerrasto_sininen.jpg,new,"ODLO -KERRASTO SININEN Miellyttävän pehmeä ja lämmin kerrasto aktiiviseen ulkoiluun viileällä ja kylmällä säällä. Kerrasto on valmistettu erittäin pehmeästä ja kutittamattomasta materiaalista. Lisäksi materiaali pitää lämmön iholla, mutta siirtää kosteuden tehokkaasti pois, jolloin pysyt kuivana ja lämpimänä. Materiaali 100 % polyesteri Todella pehmeä ihoa vasten Estää lämpöä karkaamasta iholta Väri: Sininen  ..."
"Odlo -naisten kerrasto tummapinkki",ODLOSETSHIRTPANTSLONGWARM,79.9 EUR,https://www.retkitukku.fi/odlo-kerrasto-viininpunainen.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/o/d/odlo-naisten-kerrastoasu-pinkki.jpg,new,"ODLO- NAISTEN KERRASTO TUMMA PINKKI Miellyttävän pehmeä ja lämmin kerrasto aktiiviseen ulkoiluun viileällä ja kylmällä säällä. Kerrasto on valmistettu erittäin pehmeästä ja kutittamattomasta materiaalista. Lisäksi materiaali pitää lämmön iholla, mutta siirtää kosteuden tehokkaasti pois, jolloin pysyt kuivana ja lämpimänä. Naisille mitoitettu leikkaus. Materiaali 100 % polyesteri Todella pehmeä ihoa vasten Estää lämpöä karkaamasta iholta Väri: tumma pinkki..."
"Vaude Varyd 30 l Päiväreppu Sininen",4052285125752 ,119.9 EUR,https://www.retkitukku.fi/vaude-varyd-30-l-paivareppu-sininen.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/v/a/vaude_varyd_30_p_iv_reppu_sininen.jpg,new,"VAUDE VARYD 30 L PÄIVÄREPPU SININEN   Tilava ja laadukas päiväreppu vapaa-aikaan ja eräretkille. Vaude Varyd 30 l -repussa on pehmustettu, irrotettava ja säädettävä Multishape-selkäpaneeli. Paneelia voidaan säätää eri käyttötilanteiden mukaan: retkille normaali taivutus ja pyöräilyyn kaareva. Liikuttaessa pienemällä tavaramäärällä paneeli voidaan poistaa kokonaan. Olkahihnat ovat hengittävät ja pehmustetut. Rinta- ja lannevyö siirtävät kuorman painoa hartioilta alemmas. Rinkassa on luku..."
"Fenn MK4 -hetitappavat raudat",FENNMK4,14.9 EUR,https://www.retkitukku.fi/fenn-mk4-hetitappavat-raudat.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/m/k/mk4.jpg,new,"Fenn MK4 -hetitappavat raudat..."
"Burrel XT-1200 etäisyysmittari",6438347012983,199.9 EUR,https://www.retkitukku.fi/burrel-xt-1200-etaisyysmittari.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/b/u/burrel_xt-1200.jpg,new,"PRO-TASON ETÄISYYSMITTARI METSÄSTYKSEEN! Burrel XT-1200 laseretäisyysmittarin tärkeimmät ominaisuudet: Soveltuu metsästykseen ja ammattikäyttöön IP54 roiskevesitiivis Paino vain 185 g 6 x suurennos Tarkkuus +/- 0.3m Mittausaika 0.2s Maksimi mittausmatka jopa 1100m Astemittaus +/- 70° Scan -toiminto Jopa 5000 mittauskertaa CR2 -paristolla Takuu 24 kk Uudet huippuominaisuudet vrt. aiempaan XT-1000 mittariin: Parannettu optiikka Tarkkuus jopa +/- 0.3m Mittausaika vain 0.2s Maksimi mittausm..."
"Alaska Vapor -camopuku",ALASKAVAPORMETSÄSTYSPUKUBLINDTECH,199.9 EUR,https://www.retkitukku.fi/alaska-vapor-metsastyspuku-blindtech.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/v/a/vapor-camo.jpg,new,"EXTRAKEVEYTTÄ JA HENGITTÄVYYTTÄ LIIKKUVAAN METSÄSTYKSEEN Kevyt ja hengittävä Alaska Vapor on monipuolinen ja joustava metsästyspuku, jossa kahta eri päällismateriaalia yhdistämällä on saavutettu erinomainen toimivuus. Puvun sateelle alttiit osat on suojattu veden- ja tuulenpitävillä Rain-Stop® vahvikkeilla, joten pysyt kuivana kosteallakin säällä. Strech-materiaali on erittäin hengittävää ja joustavaa, joten se sopii täydellisesti aktiiviselle metsästäjälle sekä metsästyksen alkukaudell..."
"Alaska Vapor -metsästyshousut BlindTech Invisible/musta",ALASKAVAPORMETSÄSTYSHOUSUTBLINDTECHMUSTA,99.9 EUR,https://www.retkitukku.fi/alaska-vapor-metsastyshousut-blindtech-invisible-musta.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/a/l/alaska-vapor-mets_styshousut-musta_1.jpg,new,"ALASKA VAPOR -METSÄSTYSHOUSUT BLINDTECH INVISIBLE/MUSTA Erittäin hengittävät, kevyet ja tekniset metsästyshousut alkukauteen. Housujen sateelle alttiit osat on suojattu veden- ja tuulenpitävillä Rain-Stop® vahvikkeilla, joten pysyt kuivana kosteallakin säällä. Housut on valmistettu hengittävästä ja joustavasta strech-materiaalista. BlindTech Invisible™ -camo tekee metsästäjästä saaliin silmissä näkymättömän. Lahkeet, polvet, housujen takaosa ja taskut ovat 100 % vedenpitävää Rain-Stop® ..."
"Alaska Vapor -camohousut",ALASKAVAPORMETSÄSTYSHOUSUTBLINDTECH,119.9 EUR,https://www.retkitukku.fi/alaska-vapor-metsastyshousut-blindtech-invisible.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/v/a/vapor-pants2.jpg,new,"ALASKA VAPOR METSÄSTYSHOUSUT BLINDTECH INVISIBLE Erittäin hengittävät ja kevyet ja tekniset metsästyshousut alkukauteen. Housujen sateelle alttiit osat on suojattu veden- ja tuulenpitävillä Rain-Stop® vahvikkeilla, joten pysyt kuivana kosteallakin säällä. Housut on valmistettu hengittävästä ja joustavasta strech-materiaalista, joten se sopii täydellisesti aktiiviselle metsästäjälle. BlindTech Invisible™ camo tekee metsästäjästä saaliin silmissä näkymättömän. Lahkeet, polvet, housujen ta..."
"Alaska Vapor -camotakki",ALASKAVAPORMETSÄSTYSTAKKIBLINDTECH,139.9 EUR,https://www.retkitukku.fi/alaska-vapor-metsastystakki-blindtech-invisible.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/v/a/vapor-jacket.jpg,new,"ALASKA VAPOR -CAMOTAKKI Kevyt ja hengittävä Alaska Vapor on monipuolinen ja joustava metsästystakki, jossa kahta eri päällismateriaalia yhdistämällä on saavutettu erinomainen toimivuus. Takin sateelle alttiit osat on suojattu veden- ja tuulenpitävillä Rain-Stop® vahvikkeilla, joten pysyt kuivana kosteallakin säällä. Strech-materiaali on erittäin hengittävää ja joustavaa, joten se sopii täydellisesti aktiiviselle metsästäjälle sekä metsästyksen alkukaudelle. BlindTech Invisible™ camo tek..."
"Vaude kenkäpussi",4052285494650,9.9 EUR,https://www.retkitukku.fi/vaude-kenkapussi.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/v/a/vaude_kenka_pussi.jpg,new,"VAUDE KENKÄPUSSI Vauden kenkäpussissa kengät kulkevat siististi mukana reissussa eivätkä sotke muita tavaroita...."
"Vaude Wizard 30 + 4 L Päiväreppu Tummanpunainen",4052285321772 ,89.9 EUR,https://www.retkitukku.fi/vaude-wizard-30-4-l-paivareppu-tummanpunainen.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/v/a/vaude_wizard_30_tummanpunainen.jpg,new,"VAUDE WIZARD PÄIVÄREPPU PÄIVITTÄISEEN KÄYTTÖÖN TAI ULKOILUUN Laadukas, monipuolinen Vaude Wizard -päiväreppu päivittäiseen käyttöön, urheiluun, ulkoiluun ja retkeilyyn. Repun Aeroflex -joustojärjestelmä takaa repun hyvän, kevyen istuvuuden sekä erinomaisen käyttömukavuuden. Easy Adjust -järjestelmän avulla saat säädettyä repun nopeasti ja helposti juuri omaan käyttöösi sopivaksi. Erinomaisella säätövaralla varustetut olkahihnat sekä taskullinen lantiovyö on pehmustettu - reppu on mielly..."
"Vaude Wizard 24 + 4 L Päiväreppu Sininen",4052285403850 ,89.9 EUR,https://www.retkitukku.fi/vaude-wizard-24-4-l-paivareppu-sininen.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/v/a/vaude-wizard-24-sininen.jpg,new,"VAUDE WIZARD 24 + 4 L PÄIVÄREPPU SININEN Erittäin laadukas, keskikokoinen Vauden Wizard -reppu päivävaelluksille sekä arkikäyttöön. Vauden Aeroflex -säätötekniikan ansiosta reppu on säädettävissä juuri Sinun selkääsi sopivaksi ja saat säädeltyä repun istuvuutta selkääsi vasten, jolloin hengittävyys on täysin muokattavissasi. Olkahihnoissa erinomaiset säätömahdollisuudet. Pehmustettu selkäosa, taskullinen lantiovyö. Repun sivuilla kompressioremmit, joiden avulla saat pakattua repusta ""ty..."
"Vaude Wizard 24 + 4 L Päiväreppu Tummanpunainen",4052285321758 ,89.9 EUR,https://www.retkitukku.fi/vaude-wizard-24-4-l-tummanpunainen.html,retkitukku,in stock,https://www.retkitukku.fi/media/catalog/product/v/a/vaude_wizard_24_tummanpunainen.jpg,new,"MONIPUOLINEN VAUDE WIZARD 24 + 4 L PÄIVÄREPPU HUIPPUOMINAISUUKSILLA Erittäin laadukas, keskikokoinen Vauden Wizard -reppu päivävaelluksille sekä arkikäyttöön. Vauden Aeroflex -säätötekniikan ansiosta reppu on säädettävissä juuri Sinun selkääsi sopivaksi ja saat säädeltyä repun istuvuutta selkääsi vasten, jolloin hengittävyys on täysin muokattavissasi. Olkahihnoissa erinomaiset säätömahdollisuudet. Pehmustettu selkäosa, taskullinen lantiovyö. Repun sivuilla kompressioremmit, joiden avull..."
